,id_site,no_couche,carbone_16_5_1,ph_eau_6_1,soil_composition,desc_code_occupation1,desc_code_occupation3,x_theo,y_theo
1989,1136,2,6.85,5.21,0.509,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,712378.69,6636990.54
1990,1137,1,8.0,5.7,0.201,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,728365.2,6636855.4
1991,1137,2,4.08,5.6,0.134,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,728365.2,6636855.4
1992,1138,1,15.3,4.6,0.542,surfaces boisees,forets caducifoliees,744351.68,6636720.1
1993,1138,2,3.51,4.5,0.619,surfaces boisees,forets caducifoliees,744351.68,6636720.1
1994,1139,1,13.4,6.0,0.647,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,760338.12,6636584.66
1995,1139,2,5.12,6.4,0.707,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,760338.12,6636584.66
1996,1140,1,15.75,5.5,0.491,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,776324.44,6636448.97
1997,1140,2,7.12,5.6,0.511,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,776324.44,6636448.97
1998,1141,1,10.887,5.36,0.331,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,792310.7,6636313.04
1999,1141,2,3.546,5.85,0.371,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,792310.7,6636313.04
2000,1142,1,35.936,5.05,0.474,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,808297.04,6636176.97
2001,1142,2,16.448,5.57,0.45,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,808297.04,6636176.97
2002,1143,1,60.0,4.3,0.401,surfaces boisees,forets mixtes,824283.33,6636040.75
2003,1143,2,28.7,4.6,0.381,surfaces boisees,forets mixtes,824283.33,6636040.75
2004,1144,1,41.751,6.86,0.985,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,840269.58,6635904.33
2005,1145,1,6.937,4.63,0.612,successions culturales,systeme de rotations sans prairie sans interculture,856255.85,6635767.78
2006,1145,2,2.949,5.46,0.665,successions culturales,systeme de rotations sans prairie sans interculture,856255.85,6635767.78
2007,1146,1,9.872,6.11,0.777,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,872242.12,6635631.0
2008,1146,2,4.746,6.32,0.854,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,872242.12,6635631.0
2009,1147,1,12.5,5.0,0.764,surfaces boisees,forets caducifoliees,888228.37,6635493.96
2010,1147,2,4.08,4.7,0.807,surfaces boisees,forets caducifoliees,888228.37,6635493.96
2011,1148,1,41.3,5.7,0.794,surfaces boisees,forets mixtes,904214.57,6635356.74
2012,1148,2,27.1,6.4,0.817,surfaces boisees,forets mixtes,904214.57,6635356.74
2013,1149,1,53.8,7.8,0.812,successions culturales,grandes cultures et prairies courte duree,920200.83,6635219.34
2014,1149,2,52.0,7.8,0.839,successions culturales,grandes cultures et prairies courte duree,920200.83,6635219.34
2015,1150,1,61.4,7.84,0.797,surfaces toujours en herbe,STH 6-10 ans semee,936187.07,6635081.7
2016,1151,1,86.0,6.2,0.921,surfaces boisees,forets mixtes,952173.25,6634943.9
2017,1153,1,9.35,5.96,0.386,successions culturales,grandes cultures et prairies courte duree,328574.99,6624187.78
2018,1153,2,6.98,6.38,0.414,successions culturales,grandes cultures et prairies courte duree,328574.99,6624187.78
2019,1154,1,19.5,6.0,0.578,parcs et jardins,pelouse de parc,344561.36,6624057.39
2020,1154,2,13.3,6.0,0.551,parcs et jardins,pelouse de parc,344561.36,6624057.39
2021,1155,1,15.2,6.74,0.388,surfaces toujours en herbe,STH 6-10 ans semee,360547.73,6623926.79
2022,1155,2,9.26,6.14,0.485,surfaces toujours en herbe,STH 6-10 ans semee,360547.73,6623926.79
2023,1156,1,26.0,4.8,0.672,surfaces boisees,forets caducifoliees,376534.05,6623795.94
2024,1156,2,10.2,4.8,0.639,surfaces boisees,forets caducifoliees,376534.05,6623795.94
2025,1157,1,14.5,6.1,0.532,successions culturales,systeme de rotations sans prairie sans interculture,392520.29,6623664.95
2026,1157,2,8.36,6.2,0.405,successions culturales,systeme de rotations sans prairie sans interculture,392520.29,6623664.95
2027,1158,1,22.2,5.44,0.814,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,408506.54,6623533.78
2028,1158,2,10.7,5.69,0.793,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,408506.54,6623533.78
2029,1159,1,18.193,5.46,0.683,successions culturales,grandes cultures et prairies courte duree,424492.79,6623402.36
2030,1159,2,16.434,5.42,0.741,successions culturales,grandes cultures et prairies courte duree,424492.79,6623402.36
2031,1160,1,30.0,4.2,0.436,surfaces boisees,forets caducifoliees,440479.07,6623270.73
2032,1160,2,6.37,4.6,0.399,surfaces boisees,forets caducifoliees,440479.07,6623270.73
2033,1161,1,16.319,5.64,0.387,successions culturales,grandes cultures et prairies courte duree,456465.32,6623138.93
2034,1161,2,12.321,5.59,0.413,successions culturales,grandes cultures et prairies courte duree,456465.32,6623138.93
2035,1162,1,11.577,5.73,0.81,successions culturales,jachere fixe,472451.49,6623006.94
2036,1162,2,3.741,7.09,0.862,successions culturales,jachere fixe,472451.49,6623006.94
2037,1163,1,27.581,8.19,0.79,successions culturales,systeme de rotations sans prairie sans interculture,488437.66,6622874.83
2038,1164,1,16.17,8.2,0.61,successions culturales,systeme de rotations sans prairie avec interculture,504423.81,6622742.54
2039,1164,2,8.3,8.4,0.659,successions culturales,systeme de rotations sans prairie avec interculture,504423.81,6622742.54
2040,1165,1,18.4,4.8,0.536,surfaces boisees,forets caducifoliees,520409.92,6622610.05
2041,1165,2,7.25,5.3,0.823,surfaces boisees,forets caducifoliees,520409.92,6622610.05
2042,1166,1,13.319,7.39,0.759,successions culturales,systeme de rotations sans prairie sans interculture,536396.06,6622477.34
2043,1166,2,5.378,8.06,0.851,successions culturales,systeme de rotations sans prairie sans interculture,536396.06,6622477.34
2044,1167,1,13.58,6.06,0.761,successions culturales,systeme de rotations sans prairie sans interculture,552382.25,6622344.42
2045,1167,2,3.906,7.05,0.846,successions culturales,systeme de rotations sans prairie sans interculture,552382.25,6622344.42
2046,1168,1,8.253,5.68,0.473,surfaces toujours en herbe,STH 6-10 ans semee,568368.43,6622211.29
2047,1168,2,2.506,6.1,0.498,surfaces toujours en herbe,STH 6-10 ans semee,568368.43,6622211.29
2048,1169,1,14.1,4.8,0.599,surfaces boisees,forets caducifoliees,584354.57,6622077.95
2049,1169,2,3.81,4.81,0.649,surfaces boisees,forets caducifoliees,584354.57,6622077.95
2050,1170,1,17.031,5.7,0.404,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,600340.7,6621944.51
2051,1170,2,4.452,6.49,0.544,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,600340.7,6621944.51
2052,1171,1,10.082,5.65,0.614,successions culturales,jachere fixe,616326.83,6621810.89
2053,1171,2,2.694,6.77,0.679,successions culturales,jachere fixe,616326.83,6621810.89
2054,1172,1,14.788,5.65,0.744,surfaces toujours en herbe,Surface toujours en herbe (STH),632312.91,6621677.03
2055,1172,2,4.383,5.43,0.824,surfaces toujours en herbe,Surface toujours en herbe (STH),632312.91,6621677.03
2056,1173,1,22.983,5.91,0.413,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,648299.04,6621542.91
2057,1174,1,10.53,7.68,0.303,successions culturales,jachere fixe,664285.19,6621408.56
2058,1174,2,11.28,8.02,0.452,successions culturales,jachere fixe,664285.19,6621408.56
2059,1175,1,15.1,5.8,0.448,surfaces toujours en herbe,STH 6-10 ans semee,680271.3,6621274.04
2060,1175,2,5.57,6.24,0.495,surfaces toujours en herbe,STH 6-10 ans semee,680271.3,6621274.04
2061,1176,1,25.7,4.3,0.171,surfaces boisees,forets caducifoliees,696257.42,6621139.31
2062,1176,2,15.3,4.6,0.274,surfaces boisees,forets caducifoliees,696257.42,6621139.31
2063,1177,1,17.46,6.12,0.582,successions culturales,monoculture,712243.65,6621004.37
2064,1177,2,10.434,6.51,0.587,successions culturales,monoculture,712243.65,6621004.37
2065,1178,1,9.76,5.91,0.237,successions culturales,grandes cultures et prairies courte duree,728229.97,6620869.24
2066,1178,2,3.8,8.09,0.251,successions culturales,grandes cultures et prairies courte duree,728229.97,6620869.24
2067,1179,1,11.1,8.18,0.565,successions culturales,monoculture,744216.25,6620733.94
2068,1179,2,4.22,5.2,0.595,successions culturales,monoculture,744216.25,6620733.94
2069,1180,1,14.696,6.11,0.496,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,760202.47,6620598.41
2070,1180,2,4.876,6.15,0.543,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,760202.47,6620598.41
2071,1181,1,26.003,4.96,0.346,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,776188.59,6620462.7
2072,1182,1,17.064,5.48,0.446,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,792174.69,6620326.88
2073,1182,2,8.665,5.75,0.601,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,792174.69,6620326.88
2074,1183,1,20.9,4.5,0.584,surfaces boisees,forets caducifoliees,808160.86,6620190.86
2075,1183,2,6.54,4.6,0.58,surfaces boisees,forets caducifoliees,808160.86,6620190.86
2076,1184,1,41.957,8.09,0.678,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,824146.94,6620054.61
2077,1185,1,29.905,5.7,0.814,successions culturales,systeme de rotations sans prairie sans interculture,840132.99,6619918.2
2078,1185,2,8.54,6.35,0.619,successions culturales,systeme de rotations sans prairie sans interculture,840132.99,6619918.2
2079,1186,1,11.111,5.68,0.587,surfaces toujours en herbe,Surface toujours en herbe (STH),856119.1,6619781.61
2080,1186,2,3.367,5.36,0.567,surfaces toujours en herbe,Surface toujours en herbe (STH),856119.1,6619781.61
2081,1187,1,10.069,6.44,0.504,successions culturales,systeme de rotations sans prairie sans interculture,872105.23,6619644.84
2082,1187,2,6.654,6.75,0.525,successions culturales,systeme de rotations sans prairie sans interculture,872105.23,6619644.84
2083,1188,1,22.5,6.2,0.933,successions culturales,systeme de rotations sans prairie sans interculture,888091.31,6619507.83
2084,1188,2,19.5,6.6,0.948,successions culturales,systeme de rotations sans prairie sans interculture,888091.31,6619507.83
2085,1189,1,29.4,5.2,0.912,surfaces boisees,forets mixtes,904077.35,6619370.62
2086,1189,2,13.1,5.8,0.931,surfaces boisees,forets mixtes,904077.35,6619370.62
2087,1190,1,54.8,6.1,0.848,surfaces boisees,forets mixtes,920063.43,6619233.22
2088,1190,2,15.8,5.1,0.835,surfaces boisees,forets mixtes,920063.43,6619233.22
2089,1191,1,137.0,6.8,0.984,surfaces boisees,forets mixtes,936049.49,6619095.6
2090,1194,1,9.08,5.42,0.84,successions culturales,grandes cultures et prairies courte duree,344430.88,6608071.15
2091,1194,2,6.7,5.41,0.844,successions culturales,grandes cultures et prairies courte duree,344430.88,6608071.15
2092,1195,1,19.1,5.65,0.787,surfaces toujours en herbe,STH 6-10 ans semee,360417.04,6607940.55
2093,1195,2,5.6,5.75,0.818,surfaces toujours en herbe,STH 6-10 ans semee,360417.04,6607940.55
2094,1196,1,9.19,6.2,0.86,successions culturales,systeme de rotations sans prairie sans interculture,376403.19,6607809.67
2095,1196,2,4.24,7.1,0.906,successions culturales,systeme de rotations sans prairie sans interculture,376403.19,6607809.67
2096,1197,1,27.5,8.13,0.899,successions culturales,jachere fixe,392389.24,6607678.7
2097,1198,1,22.9,6.94,0.703,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,408375.23,6607547.59
2098,1198,2,10.9,7.48,0.663,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,408375.23,6607547.59
2099,1199,1,15.1,5.9,0.833,successions culturales,systeme de rotations sans prairie sans interculture,424361.25,6607416.2
2100,1199,2,5.88,6.4,0.882,successions culturales,systeme de rotations sans prairie sans interculture,424361.25,6607416.2
2101,1200,1,18.9,6.3,0.738,successions culturales,grandes cultures et prairies courte duree,440347.31,6607284.61
2102,1200,2,10.8,6.4,0.716,successions culturales,grandes cultures et prairies courte duree,440347.31,6607284.61
2103,1201,1,28.7,4.3,0.686,surfaces boisees,forets caducifoliees,456333.35,6607152.84
2104,1201,2,4.71,4.6,0.737,surfaces boisees,forets caducifoliees,456333.35,6607152.84
2105,1202,1,13.843,5.54,0.744,successions culturales,systeme de rotations sans prairie sans interculture,472319.34,6607020.88
2106,1202,2,5.796,5.87,0.793,successions culturales,systeme de rotations sans prairie sans interculture,472319.34,6607020.88
2107,1203,1,13.41,5.4,0.754,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,488305.32,6606888.77
2108,1203,2,6.09,5.9,0.786,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,488305.32,6606888.77
2109,1204,1,8.8,6.48,0.571,successions culturales,grandes cultures et prairies courte duree,504291.29,6606756.45
2110,1204,2,2.308,7.0,0.589,successions culturales,grandes cultures et prairies courte duree,504291.29,6606756.45
2111,1206,1,44.7,6.4,0.807,surfaces boisees,forets caducifoliees,536263.17,6606491.23
2112,1207,1,33.7,7.7,0.723,surfaces boisees,forets caducifoliees,552249.16,6606358.31
2113,1208,1,23.572,6.25,0.566,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,568235.13,6606225.2
2114,1208,2,4.032,7.4,0.602,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,568235.13,6606225.2
2115,1209,1,19.043,4.89,0.762,successions culturales,Successions culturales,584221.09,6606091.89
2116,1209,2,5.894,4.94,0.811,successions culturales,Successions culturales,584221.09,6606091.89
2117,1210,1,64.071,6.61,0.877,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,600207.04,6605958.45
2118,1210,2,21.961,7.57,0.874,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,600207.04,6605958.45
2119,1210,3,13.601,7.98,0.863,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,600207.04,6605958.45
2120,1211,1,24.6,4.7,0.429,surfaces boisees,forets caducifoliees,616192.94,6605824.82
2121,1211,2,5.07,4.71,0.336,surfaces boisees,forets caducifoliees,616192.94,6605824.82
2122,1212,1,8.38,6.0,0.29,successions culturales,systeme de rotations sans prairie sans interculture,632178.85,6605690.95
2123,1212,2,4.19,6.2,0.29,successions culturales,systeme de rotations sans prairie sans interculture,632178.85,6605690.95
2124,1213,1,23.212,5.27,0.64,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,648164.8,6605556.86
2125,1213,2,5.922,5.65,0.71,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,648164.8,6605556.86
2126,1214,1,11.62,5.12,0.325,successions culturales,grandes cultures et prairies courte duree,664150.77,6605422.55
2127,1215,1,13.2,4.5,0.408,surfaces boisees,forets caducifoliees,680136.7,6605288.03
2128,1215,2,5.77,4.5,0.569,surfaces boisees,forets caducifoliees,680136.7,6605288.03
2129,1216,1,10.806,6.23,0.35,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,696122.62,6605153.32
2130,1216,2,3.089,6.64,0.403,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,696122.62,6605153.32
2131,1217,1,17.9,8.07,0.648,surfaces toujours en herbe,STH 6-10 ans semee,712108.63,6605018.38
2132,1217,2,4.78,8.32,0.627,surfaces toujours en herbe,STH 6-10 ans semee,712108.63,6605018.38
2133,1218,1,27.8,5.7,0.45,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,728094.79,6604883.26
2134,1218,2,8.85,6.1,0.398,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,728094.79,6604883.26
2135,1219,1,12.2,5.62,0.38,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,744080.89,6604747.98
2136,1219,2,3.58,5.93,0.368,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,744080.89,6604747.98
2137,1220,1,9.829,5.86,0.182,successions culturales,systeme de rotations sans prairie sans interculture,760066.88,6604612.44
2138,1220,2,3.101,6.47,0.236,successions culturales,systeme de rotations sans prairie sans interculture,760066.88,6604612.44
2139,1221,1,14.004,5.37,0.843,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,776052.81,6604476.74
2140,1221,2,4.997,5.71,0.847,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,776052.81,6604476.74
2141,1222,1,25.601,4.91,0.788,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,792038.72,6604340.99
2142,1222,2,8.805,5.16,0.776,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,792038.72,6604340.99
2143,1223,1,36.622,6.19,0.836,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,808024.69,6604204.97
2144,1223,2,13.86,6.69,0.707,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,808024.69,6604204.97
2145,1224,1,25.588,7.8,0.878,successions culturales,jachere fixe,824010.6,6604068.71
2146,1226,1,10.791,5.88,0.587,successions culturales,grandes cultures et prairies courte duree,855982.36,6603795.67
2147,1226,2,5.942,6.47,0.623,successions culturales,grandes cultures et prairies courte duree,855982.36,6603795.67
2148,1227,1,18.186,5.24,0.852,successions culturales,systeme de rotations sans prairie sans interculture,871968.34,6603658.86
2149,1227,2,7.546,5.57,0.822,successions culturales,systeme de rotations sans prairie sans interculture,871968.34,6603658.86
2150,1228,1,27.0,7.4,0.721,surfaces toujours en herbe,Surface toujours en herbe (STH),887954.25,6603521.84
2151,1228,2,17.0,7.6,0.743,surfaces toujours en herbe,Surface toujours en herbe (STH),887954.25,6603521.84
2152,1229,1,48.3,6.9,0.891,surfaces boisees,forets de coniferes,903940.12,6603384.65
2153,1229,2,20.9,6.1,0.912,surfaces boisees,forets de coniferes,903940.12,6603384.65
2154,1231,1,73.2,6.6,0.812,surfaces boisees,forets mixtes,935911.88,6603109.69
2155,1231,2,39.4,7.8,0.667,surfaces boisees,forets mixtes,935911.88,6603109.69
2156,1237,1,20.4,8.2,0.673,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,360286.37,6591954.58
2157,1237,2,15.5,8.4,0.756,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,360286.37,6591954.58
2158,1238,1,19.7,8.6,0.989,successions culturales,jachere fixe,376272.31,6591823.69
2159,1238,2,14.1,8.9,0.992,successions culturales,jachere fixe,376272.31,6591823.69
2160,1239,1,15.2,8.0,0.991,successions culturales,systeme de rotations sans prairie sans interculture,392258.19,6591692.71
2161,1239,2,9.0,8.1,0.993,successions culturales,systeme de rotations sans prairie sans interculture,392258.19,6591692.71
2162,1240,1,37.5,8.1,0.993,successions culturales,systeme de rotations sans prairie sans interculture,408243.96,6591561.61
2163,1240,2,17.2,8.3,0.997,successions culturales,systeme de rotations sans prairie sans interculture,408243.96,6591561.61
2164,1241,1,30.3,7.9,0.764,successions culturales,systeme de rotations sans prairie sans interculture,424229.74,6591430.25
2165,1242,1,15.71,6.32,0.914,successions culturales,systeme de rotations sans prairie sans interculture,440215.57,6591298.69
2166,1242,2,15.189,6.38,0.91,successions culturales,systeme de rotations sans prairie sans interculture,440215.57,6591298.69
2167,1243,1,33.748,7.38,0.937,successions culturales,systeme de rotations sans prairie sans interculture,456201.39,6591166.93
2168,1243,2,25.075,7.72,0.938,successions culturales,systeme de rotations sans prairie sans interculture,456201.39,6591166.93
2169,1244,1,22.775,6.39,0.981,successions culturales,grandes cultures,472187.22,6591034.99
2170,1244,2,14.032,6.72,0.986,successions culturales,grandes cultures,472187.22,6591034.99
2171,1245,1,24.1,5.7,0.744,surfaces boisees,forets caducifoliees,488173.02,6590902.88
2172,1245,2,7.0,5.8,0.904,surfaces boisees,forets caducifoliees,488173.02,6590902.88
2173,1246,1,13.1,6.4,0.619,successions culturales,grandes cultures et prairies courte duree,504158.8,6590770.56
2174,1246,2,5.13,6.8,0.729,successions culturales,grandes cultures et prairies courte duree,504158.8,6590770.56
2175,1247,1,16.1,6.55,0.357,successions culturales,grandes cultures et prairies courte duree,520144.55,6590638.01
2176,1247,2,5.3,6.44,0.368,successions culturales,grandes cultures et prairies courte duree,520144.55,6590638.01
2177,1248,1,10.216,5.89,0.464,successions culturales,grandes cultures et prairies courte duree,536130.28,6590505.29
2178,1248,2,3.029,6.82,0.499,successions culturales,grandes cultures et prairies courte duree,536130.28,6590505.29
2179,1249,1,13.8,6.11,0.699,surfaces toujours en herbe,Surface toujours en herbe (STH),552116.05,6590372.39
2180,1249,2,3.46,7.12,0.764,surfaces toujours en herbe,Surface toujours en herbe (STH),552116.05,6590372.39
2181,1250,1,14.013,5.58,0.363,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,568101.84,6590239.31
2182,1250,2,3.584,5.93,0.449,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,568101.84,6590239.31
2183,1251,1,24.431,5.15,0.5,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,584087.61,6590106.04
2184,1251,2,4.921,5.16,0.522,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,584087.61,6590106.04
2185,1252,1,24.45,4.78,0.481,surfaces boisees,forets caducifoliees,600073.37,6589972.58
2186,1252,2,7.65,4.63,0.497,surfaces boisees,forets caducifoliees,600073.37,6589972.58
2187,1253,1,21.2,5.2,0.588,successions culturales,grandes cultures et prairies courte duree,616059.09,6589838.94
2188,1253,2,15.1,5.4,0.577,successions culturales,grandes cultures et prairies courte duree,616059.09,6589838.94
2189,1254,1,22.4,5.6,0.588,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,632044.8,6589705.1
2190,1254,2,5.43,5.57,0.615,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,632044.8,6589705.1
2191,1255,1,17.8,5.78,0.41,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,648030.57,6589571.04
2192,1255,2,4.76,6.17,0.453,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,648030.57,6589571.04
2193,1256,1,12.6,5.71,0.42,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,664016.35,6589436.73
2194,1256,2,4.38,5.27,0.618,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,664016.35,6589436.73
2195,1257,1,11.208,6.42,0.35,successions culturales,grandes cultures et prairies courte duree,680002.11,6589302.23
2196,1257,2,4.585,6.3,0.37,successions culturales,grandes cultures et prairies courte duree,680002.11,6589302.23
2197,1258,1,16.43,5.68,0.312,successions culturales,jachere fixe,695987.87,6589167.54
2198,1258,2,4.142,6.09,0.304,successions culturales,jachere fixe,695987.87,6589167.54
2199,1259,1,15.088,5.33,0.357,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,711973.71,6589032.6
2200,1259,2,4.68,5.76,0.377,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,711973.71,6589032.6
2201,1260,1,17.1,4.8,0.373,surfaces boisees,forets caducifoliees,727959.66,6588897.48
2202,1260,2,7.87,5.2,0.381,surfaces boisees,forets caducifoliees,727959.66,6588897.48
2203,1261,1,13.6,6.09,0.61,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,743945.59,6588762.22
2204,1261,2,3.78,7.05,0.753,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,743945.59,6588762.22
2205,1262,1,13.9,5.87,0.341,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,759931.37,6588626.72
2206,1262,2,3.6,6.19,0.542,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,759931.37,6588626.72
2207,1263,1,14.756,6.03,0.324,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,775917.11,6588491.04
2208,1263,2,5.262,6.67,0.342,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,775917.11,6588491.04
2209,1264,1,36.067,4.89,0.75,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,791902.84,6588355.26
2210,1265,1,27.467,5.14,0.61,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,807888.61,6588219.26
2211,1265,2,8.95,5.23,0.455,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,807888.61,6588219.26
2212,1266,1,21.176,5.72,0.648,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,823874.34,6588083.03
2213,1266,2,7.613,5.78,0.663,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,823874.34,6588083.03
2214,1267,1,22.1,4.5,0.753,surfaces boisees,forets caducifoliees,839859.96,6587946.63
2215,1267,2,9.68,4.7,0.754,surfaces boisees,forets caducifoliees,839859.96,6587946.63
2216,1268,1,14.0,6.1,0.714,successions culturales,monoculture,855845.66,6587809.96
2217,1268,2,6.05,5.7,0.781,successions culturales,monoculture,855845.66,6587809.96
2218,1269,1,16.5,5.8,0.681,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,871831.44,6587673.09
2219,1269,2,4.39,5.9,0.804,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,871831.44,6587673.09
2220,1270,1,35.3,8.2,0.954,surfaces boisees,forets de coniferes,887817.2,6587536.06
2221,1270,2,8.04,8.5,0.984,surfaces boisees,forets de coniferes,887817.2,6587536.06
2222,1271,1,61.2,7.9,0.786,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,903802.88,6587398.88
2223,1272,1,68.3,7.9,0.751,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,919788.54,6587261.54
2224,1273,1,55.7,7.9,0.82,surfaces toujours en herbe,STH 6-10 ans semee,935774.25,6587123.96
2225,1274,1,16.3,6.0,0.659,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,951759.91,6586986.25
2226,1274,2,8.34,6.7,0.667,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,951759.91,6586986.25
2227,1275,1,25.8,8.0,0.576,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,967745.46,6586848.38
2228,1275,2,10.5,8.4,0.587,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,967745.46,6586848.38
2229,1276,1,69.9,6.9,0.948,surfaces boisees,forets mixtes,983731.01,6586710.23
2230,1276,2,30.3,7.6,0.95,surfaces boisees,forets mixtes,983731.01,6586710.23
2231,1279,1,16.8,8.2,0.287,successions culturales,monoculture,360155.75,6575968.86
2232,1280,1,31.2,8.09,0.893,successions culturales,systeme de rotations sans prairie sans interculture,376141.45,6575838.02
2233,1281,1,35.8,7.94,0.858,successions culturales,systeme de rotations sans prairie sans interculture,392127.12,6575707.01
2234,1282,1,17.7,6.5,0.927,surfaces boisees,forets caducifoliees,408112.69,6575575.87
2235,1282,2,6.41,7.8,0.934,surfaces boisees,forets caducifoliees,408112.69,6575575.87
2236,1283,1,18.299,8.18,0.885,successions culturales,systeme de rotations sans prairie sans interculture,424098.28,6575444.53
2237,1283,2,16.477,8.27,0.895,successions culturales,systeme de rotations sans prairie sans interculture,424098.28,6575444.53
2238,1284,1,28.5,8.0,0.783,successions culturales,grandes cultures et prairies courte duree,440083.87,6575312.97
2239,1285,1,16.0,6.2,0.892,successions culturales,systeme de rotations sans prairie sans interculture,456069.48,6575181.21
2240,1285,2,7.96,6.7,0.881,successions culturales,systeme de rotations sans prairie sans interculture,456069.48,6575181.21
2241,1286,1,25.7,8.12,0.941,successions culturales,monoculture,472055.11,6575049.26
2242,1286,2,12.6,8.14,0.937,successions culturales,monoculture,472055.11,6575049.26
2243,1287,1,9.45,5.6,0.843,successions culturales,systeme de rotations sans prairie sans interculture,488040.72,6574917.14
2244,1287,2,4.0,6.3,0.876,successions culturales,systeme de rotations sans prairie sans interculture,488040.72,6574917.14
2245,1288,1,54.453,5.83,0.952,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,504026.31,6574784.83
2246,1288,2,14.472,5.99,0.897,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,504026.31,6574784.83
2247,1289,1,12.038,6.45,0.506,,,520011.87,6574652.27
2248,1289,2,1.927,7.38,0.59,,,520011.87,6574652.27
